Vertex1,Vertex2,Weight
442,637,4
619,726,4
80,659,4
492,581,4
308,319,4
55,337,4
118,438,4
298,589,4
61,382,4
396,592,4
163,272,4
260,392,4
496,525,4
587,720,4
329,360,4
591,760,4
252,335,4
561,616,4
34,656,4
397,460,4
34,72,4
124,764,4
320,639,4
111,548,4
691,747,4
25,640,4
605,607,4
151,732,4
48,335,4
468,602,4
68,424,4
18,76,4
277,634,5
5,684,5
300,353,5
478,531,5
121,615,5
432,434,5
212,576,5
128,423,5
226,648,5
444,634,5
248,729,5
321,431,5
38,193,5
125,582,5
238,512,5
17,412,5
55,79,6
203,778,6
197,722,6
157,713,6
412,696,6
387,721,6
437,658,6
12,543,6
269,764,6
173,350,7
206,394,7
78,455,7
15,186,7
275,338,7
218,558,7
511,590,7
63,799,8
183,476,9
441,566,9
131,217,9
738,789,10
