Vertex1,Vertex2,Weight
1409,558,3
44,559,1
1583,560,6
595,561,3
1250,562,1
776,563,3
658,564,1
236,565,1
225,566,2
1303,567,1
81,568,1
193,569,2
177,570,2
232,571,2
1001,572,3
1080,573,3
1211,574,6
362,575,2
279,576,1
1447,577,1
873,578,4
592,579,4
248,580,2
546,581,2
1492,582,1
1084,583,3
947,584,3
1456,585,3
307,586,2
1329,587,1
551,588,1
236,589,3
1069,590,1
1145,591,2
563,592,2
922,593,1
488,594,1
1173,595,1
265,596,2
751,597,1
27,598,4
1318,599,2
843,600,3
389,601,2
36,602,2
451,603,2
1280,604,2
342,605,3
150,606,1
175,607,6
429,608,3
239,609,2
1589,610,1
194,611,2
1435,612,2
828,613,1
169,614,1
1252,615,1
681,616,1
114,617,2
1176,618,2
361,619,2
59,620,3
388,621,5
597,622,1
1344,623,1
202,624,3
1245,625,3
201,626,1
1417,627,1
413,628,2
452,629,5
1184,630,2
884,631,3
229,632,2
942,633,4
986,634,2
639,635,4
345,636,3
899,637,3
419,638,2
846,639,4
1227,640,3
734,641,1
333,642,1
921,643,1
123,644,1
724,645,3
456,646,1
868,647,2
131,648,2
1147,649,1
588,650,1
1493,651,1
114,652,2
842,653,1
1478,654,2
535,655,1
310,656,1
584,657,2
934,658,2
379,659,2
1219,660,1
379,661,1
646,662,2
1422,663,1
1404,664,2
838,665,1
886,666,3
499,667,1
1490,668,2
1438,669,1
1518,670,2
591,671,1
122,672,2
867,673,2
1145,674,1
1578,675,1
1093,676,2
169,677,2
914,678,2
315,679,3
756,680,1
638,681,2
425,682,3
1440,683,2
143,684,4
681,685,4
575,686,2
548,687,2
572,688,2
1319,689,1
1078,690,1
1397,691,2
1504,692,3
1195,693,2
420,694,1
98,695,1
221,696,3
279,697,1
808,698,2
1045,699,2
228,700,3
613,701,2
73,702,1
368,703,2
289,704,2
610,705,3
829,706,1
59,707,4
330,708,4
281,709,2
1578,710,1
796,711,3
368,712,6
756,713,5
930,714,3
104,715,1
648,716,3
240,717,1
337,718,1
103,719,3
1149,720,4
1322,721,3
752,722,1
584,723,4
1252,724,2
1454,725,1
1528,726,1
358,727,1
56,728,1
971,729,2
183,730,2
250,731,3
508,732,1
473,733,2
263,734,1
477,735,2
1525,736,2
1338,737,1
1427,738,1
452,739,3
570,740,1
787,741,1
1565,742,2
1345,743,3
674,744,2
1587,745,3
749,746,2
65,747,3
688,748,1
1319,749,1
635,750,2
1345,751,2
1060,752,1
917,753,1
1473,754,3
889,755,1
101,756,2
1098,757,1
845,758,2
695,759,1
1184,760,1
731,761,2
1492,762,3
919,763,2
1132,764,2
1534,765,3
1593,766,3
593,767,3
1405,768,1
491,769,5
1025,770,2
129,771,2
965,772,1
1211,773,2
256,774,1
656,775,1
1152,776,2
238,777,4
339,778,4
822,779,1
881,780,3
1397,781,1
417,782,3
1103,783,1
244,784,1
909,785,1
1345,786,3
1540,787,1
659,788,2
55,789,2
222,790,1
399,791,3
934,792,3
139,793,2
246,794,1
1327,795,2
405,796,1
268,797,2
687,798,2
909,799,1
268,800,3
92,801,3
336,802,2
1318,803,2
402,804,1
1434,805,1
965,806,2
1499,807,4
1499,808,2
552,809,2
1199,810,1
18,811,3
356,812,1
95,813,1
104,814,2
1487,815,2
264,816,2
111,817,1
1352,818,3
153,819,1
1564,820,2
1461,821,2
382,822,1
794,823,1
550,824,2
214,825,3
552,826,1
1482,827,1
1206,828,1
365,829,2
360,830,2
183,831,2
1242,832,2
301,833,5
705,834,2
1553,835,6
998,836,2
477,837,1
1063,838,3
1215,839,2
722,840,3
569,841,2
1130,842,2
276,843,2
208,844,2
328,845,2
264,846,1
1393,847,1
931,848,1
817,849,1
86,850,2
922,851,1
394,852,1
1344,853,2
211,854,1
293,855,1
471,856,1
759,857,2
492,858,2
402,859,2
781,860,1
849,861,1
85,862,1
1245,863,1
33,864,2
756,865,1
407,866,1
1133,867,2
232,868,1
1337,869,1
384,870,1
1021,871,1
494,872,1
931,873,3
597,874,4
251,875,3
417,876,2
657,877,2
1600,878,1
369,879,2
1207,880,2
63,881,1
1536,882,2
225,883,2
6,884,3
1565,885,2
115,886,1
916,887,2
906,888,1
978,889,2
1019,890,2
1226,891,2
347,892,3
522,893,5
851,894,1
342,895,2
1180,896,1
360,897,2
861,898,6
1163,899,2
1476,900,1
1069,901,1
972,902,2
1294,903,2
883,904,3
880,905,1
814,906,3
1088,907,1
1122,908,1
781,909,1
491,910,2
972,911,1
798,912,2
1092,913,1
202,914,2
223,915,3
1043,916,1
1101,917,3
333,918,2
670,919,1
912,920,2
638,921,1
1423,922,1
524,923,5
101,924,2
317,925,2
1066,926,3
449,927,3
1489,928,2
173,929,1
1033,930,2
591,931,2
78,932,3
1159,933,3
415,934,2
1502,935,3
16,936,2
1107,937,3
630,938,5
193,939,1
1166,940,4
510,941,2
470,942,3
1590,943,3
477,944,1
994,945,3
75,946,1
398,947,1
593,948,1
1439,949,2
1285,950,2
108,951,1
581,952,2
37,953,2
1218,954,1
1529,955,2
347,956,1
510,957,2
1044,958,6
748,959,2
460,960,2
1452,961,4
1157,962,2
412,963,5
1370,964,2
1490,965,2
808,966,1
808,967,2
1099,968,2
1132,969,2
371,970,2
187,971,1
1145,972,2
782,973,5
658,974,2
325,975,1
1214,976,2
926,977,2
426,978,1
507,979,5
381,980,4
680,981,2
297,982,4
520,983,2
822,984,3
950,985,5
246,986,1
1442,987,3
1547,988,2
241,989,3
602,990,1
1396,991,2
1074,992,4
371,993,1
616,994,2
1517,995,1
741,996,1
163,997,7
941,998,1
1215,999,2
28,1000,1
524,1001,1
1450,1002,2
641,1003,2
260,1004,1
885,1005,2
1262,1006,1
1599,1007,1
665,1008,5
1341,1009,3
1259,1010,1
168,1011,2
229,1012,1
263,1013,1
1516,1014,2
555,1015,3
238,1016,2
1248,1017,3
1072,1018,1
1061,1019,1
1058,1020,5
437,1021,2
1449,1022,2
291,1023,1
495,1024,1
1482,1025,2
1308,1026,3
993,1027,1
1232,1028,1
790,1029,2
469,1030,2
1017,1031,2
1062,1032,3
1257,1033,3
472,1034,1
1243,1035,2
448,1036,4
477,1037,1
151,1038,1
221,1039,6
1556,1040,4
75,1041,3
773,1042,1
1129,1043,1
696,1044,1
1,1045,2
796,1046,1
464,1047,3
16,1048,1
850,1049,1
246,1050,2
781,1051,2
236,1052,1
511,1053,3
691,1054,1
983,1055,3
1440,1056,1
1337,1057,1
799,1058,1
199,1059,2
1252,1060,2
1353,1061,1
531,1062,1
1323,1063,2
871,1064,2
1490,1065,3
1103,1066,1
672,1067,2
462,1068,5
946,1069,1
1023,1070,1
653,1071,1
318,1072,3
135,1073,3
187,1074,1
282,1075,3
1160,1076,1
221,1077,1
68,1078,1
1402,1079,1
38,1080,1
509,1081,3
236,1082,4
1089,1083,1
785,1084,1
1469,1085,2
1016,1086,3
1229,1087,2
1345,1088,2
7,1089,1
238,1090,1
1242,1091,1
1413,1092,3
497,1093,1
1117,1094,4
50,1095,1
399,1096,1
218,1097,1
1332,1098,1
425,1099,1
1117,1100,1
124,1101,3
1252,1102,4
817,1103,1
90,1104,2
357,1105,1
300,1106,5
96,1107,2
228,1108,2
986,1109,3
239,1110,4
1252,1111,1
956,1112,2
1162,1113,2
405,1114,1
1256,1115,2
873,1116,3
117,1117,2
108,1118,1
412,1119,3
1024,1120,1
813,1121,2
551,1122,1
715,1123,4
606,1124,2
862,1125,2
794,1126,2
824,1127,3
728,1128,4
510,1129,2
1393,1130,2
1135,1131,2
317,1132,1
1229,1133,2
1397,1134,3
921,1135,2
328,1136,2
1370,1137,3
817,1138,1
682,1139,1
1551,1140,1
432,1141,2
1356,1142,1
1280,1143,1
974,1144,2
652,1145,1
1417,1146,1
1341,1147,1
1417,1148,2
488,1149,2
493,1150,2
602,1151,1
329,1152,2
748,1153,2
541,1154,6
767,1155,4
1000,1156,3
771,1157,2
1034,1158,3
744,1159,2
948,1160,2
384,1161,2
49,1162,2
535,1163,2
507,1164,1
1132,1165,1
566,1166,3
859,1167,2
470,1168,2
1146,1169,2
1401,1170,4
1371,1171,1
695,1172,3
507,1173,1
381,1174,6
1387,1175,4
643,1176,1
1321,1177,1
169,1178,1
900,1179,2
1035,1180,1
389,1181,2
485,1182,2
1001,1183,3
735,1184,1
1217,1185,1
524,1186,2
870,1187,2
415,1188,1
1340,1189,5
314,1190,3
399,1191,2
1563,1192,2
68,1193,2
1322,1194,3
287,1195,1
1069,1196,1
774,1197,4
624,1198,3
507,1199,1
996,1200,1
280,1201,2
37,1202,1
742,1203,1
1538,1204,2
650,1205,4
842,1206,1
823,1207,1
666,1208,2
1330,1209,1
1532,1210,2
797,1211,1
136,1212,2
1529,1213,2
359,1214,3
527,1215,2
637,1216,1
172,1217,3
199,1218,1
957,1219,2
343,1220,1
190,1221,1
86,1222,1
678,1223,2
990,1224,2
239,1225,3
141,1226,3
139,1227,2
1318,1228,2
117,1229,1
764,1230,2
1542,1231,1
1327,1232,1
1395,1233,2
297,1234,2
1595,1235,3
427,1236,1
243,1237,1
1597,1238,2
474,1239,4
669,1240,2
702,1241,2
796,1242,2
981,1243,1
127,1244,1
505,1245,2
318,1246,2
106,1247,3
1086,1248,3
312,1249,1
421,1250,1
474,1251,1
1138,1252,1
1313,1253,4
769,1254,3
161,1255,2
150,1256,1
66,1257,1
1166,1258,1
291,1259,1
1162,1260,2
1389,1261,4
45,1262,2
1315,1263,2
1100,1264,1
1461,1265,2
1263,1266,3
753,1267,2
305,1268,7
204,1269,1
508,1270,2
479,1271,4
778,1272,5
1571,1273,1
1309,1274,2
1093,1275,1
42,1276,4
1284,1277,1
130,1278,2
1242,1279,1
541,1280,2
981,1281,2
1379,1282,1
125,1283,2
806,1284,2
335,1285,1
181,1286,2
239,1287,1
586,1288,1
576,1289,1
523,1290,2
1589,1291,2
1012,1292,4
517,1293,2
152,1294,2
998,1295,2
338,1296,2
1142,1297,5
1505,1298,3
740,1299,2
1559,1300,3
280,1301,3
89,1302,3
615,1303,1
905,1304,1
579,1305,3
1095,1306,2
282,1307,5
237,1308,1
861,1309,1
288,1310,1
585,1311,2
533,1312,2
956,1313,2
66,1314,1
33,1315,2
567,1316,2
948,1317,2
1310,1318,1
809,1319,2
1020,1320,2
566,1321,4
1589,1322,2
66,1323,1
1057,1324,2
1231,1325,2
1289,1326,2
42,1327,1
1162,1328,2
634,1329,1
66,1330,1
123,1331,3
1450,1332,1
809,1333,1
966,1334,1
646,1335,1
95,1336,2
1252,1337,1
1200,1338,2
567,1339,2
658,1340,3
128,1341,1
1491,1342,2
553,1343,3
737,1344,1
1452,1345,1
1184,1346,2
1405,1347,3
683,1348,2
1427,1349,2
399,1350,1
1508,1351,2
175,1352,1
413,1353,1
948,1354,1
185,1355,3
260,1356,2
889,1357,2
943,1358,4
288,1359,3
115,1360,1
975,1361,1
752,1362,2
1073,1363,1
1298,1364,6
794,1365,3
234,1366,1
946,1367,4
1163,1368,4
1200,1369,1
862,1370,2
733,1371,1
1048,1372,3
1030,1373,1
402,1374,4
347,1375,2
210,1376,1
503,1377,1
850,1378,4
981,1379,1
1277,1380,2
1417,1381,2
787,1382,1
602,1383,2
1017,1384,1
192,1385,4
613,1386,2
194,1387,3
1196,1388,2
1518,1389,1
147,1390,1
863,1391,1
1248,1392,1
824,1393,1
1179,1394,1
974,1395,2
1186,1396,1
125,1397,1
1233,1398,3
741,1399,1
1141,1400,1
384,1401,1
1027,1402,1
1549,1403,2
644,1404,1
732,1405,1
784,1406,2
81,1407,3
540,1408,1
63,1409,1
1294,1410,1
790,1411,3
1267,1412,5
160,1413,3
701,1414,3
251,1415,3
584,1416,2
1240,1417,2
1395,1418,2
375,1419,1
445,1420,2
647,1421,4
1504,1422,1
268,1423,1
708,1424,1
294,1425,2
1099,1426,1
1209,1427,1
1540,1428,1
220,1429,2
215,1430,2
164,1431,1
379,1432,3
308,1433,3
510,1434,1
1341,1435,1
944,1436,1
858,1437,1
593,1438,1
228,1439,3
965,1440,1
986,1441,1
702,1442,1
706,1443,1
1214,1444,1
1569,1445,2
644,1446,6
1436,1447,1
104,1448,1
756,1449,1
415,1450,1
650,1451,2
699,1452,1
19,1453,2
1257,1454,3
632,1455,3
48,1456,1
799,1457,2
1108,1458,3
1527,1459,2
1522,1460,1
1093,1461,1
1138,1462,3
1381,1463,2
380,1464,1
1135,1465,3
839,1466,3
494,1467,2
1160,1468,2
1015,1469,3
311,1470,2
20,1471,3
822,1472,2
2,1473,2
1203,1474,4
766,1475,4
948,1476,2
569,1477,1
802,1478,2
384,1479,2
1501,1480,2
1085,1481,3
1019,1482,1
470,1483,3
159,1484,1
1543,1485,1
494,1486,2
563,1487,1
1103,1488,2
135,1489,2
1060,1490,1
125,1491,1
1406,1492,1
1042,1493,3
362,1494,4
970,1495,1
305,1496,2
1159,1497,1
570,1498,3
1043,1499,1
1575,1500,1
1456,1501,1
417,1502,1
225,1503,1
1370,1504,2
411,1505,3
734,1506,1
689,1507,2
1512,1508,2
793,1509,2
1550,1510,1
673,1511,3
269,1512,1
897,1513,2
963,1514,2
1333,1515,1
986,1516,2
948,1517,1
927,1518,2
86,1519,1
588,1520,1
755,1521,3
622,1522,2
481,1523,6
306,1524,1
102,1525,2
548,1526,2
545,1527,1
641,1528,1
1070,1529,1
550,1530,1
1346,1531,1
738,1532,3
244,1533,1
800,1534,4
1185,1535,1
20,1536,3
1209,1537,4
848,1538,1
242,1539,1
546,1540,1
652,1541,2
612,1542,1
513,1543,1
1500,1544,1
688,1545,1
588,1546,1
642,1547,1
181,1548,4
897,1549,2
484,1550,1
1410,1551,2
645,1552,2
946,1553,3
570,1554,2
420,1555,3
754,1556,3
175,1557,1
715,1558,3
364,1559,3
1350,1560,3
1291,1561,1
1375,1562,1
673,1563,1
863,1564,1
741,1565,1
1525,1566,2
1096,1567,2
1083,1568,1
20,1569,2
409,1570,2
344,1571,1
278,1572,2
516,1573,2
752,1574,3
969,1575,1
763,1576,1
949,1577,2
1065,1578,2
1392,1579,4
687,1580,3
606,1581,4
106,1582,3
338,1583,2
437,1584,2
810,1585,2
103,1586,2
1055,1587,3
800,1588,1
1138,1589,1
746,1590,1
706,1591,3
1434,1592,2
213,1593,4
634,1594,1
164,1595,1
384,1596,4
182,1597,2
499,1598,2
16,1599,3
1539,1600,2
