Vertex1,Vertex2,Weight
475,206,2
441,207,2
661,208,1
79,209,2
125,210,2
400,211,1
11,212,1
154,213,2
342,214,2
160,215,4
359,216,3
287,217,2
441,218,2
218,219,1
289,220,2
57,221,1
58,222,2
261,223,1
339,224,1
329,225,2
114,226,1
521,227,1
497,228,1
198,229,1
23,230,1
447,231,2
241,232,2
571,233,2
405,234,2
244,235,2
743,236,2
135,237,2
468,238,1
524,239,5
97,240,2
108,241,1
234,242,3
347,243,1
535,244,1
271,245,3
726,246,2
296,247,1
574,248,4
1,249,1
57,250,2
6,251,3
187,252,1
519,253,6
147,254,2
696,255,3
380,256,1
436,257,3
617,258,4
323,259,1
328,260,3
219,261,2
186,262,1
794,263,1
249,264,2
36,265,3
17,266,1
289,267,2
102,268,2
320,269,3
763,270,1
163,271,1
243,272,2
386,273,1
410,274,3
374,275,2
600,276,1
293,277,2
702,278,3
688,279,2
367,280,1
723,281,3
218,282,2
441,283,3
277,284,2
795,285,4
699,286,4
608,287,2
323,288,3
590,289,1
59,290,1
441,291,2
189,292,1
406,293,1
18,294,3
550,295,2
744,296,2
132,297,5
583,298,3
497,299,2
204,300,1
740,301,1
122,302,3
796,303,2
766,304,3
672,305,1
414,306,1
116,307,1
193,308,2
204,309,1
426,310,2
167,311,3
418,312,1
307,313,2
135,314,1
572,315,2
411,316,4
280,317,1
53,318,3
571,319,4
112,320,2
731,321,1
321,322,3
54,323,1
741,324,1
500,325,2
14,326,1
18,327,1
544,328,2
259,329,1
616,330,6
243,331,2
549,332,3
632,333,2
18,334,1
677,335,1
154,336,3
55,337,2
275,338,7
91,339,1
226,340,1
478,341,2
729,342,1
677,343,3
59,344,1
486,345,2
635,346,2
535,347,2
292,348,1
704,349,1
122,350,2
53,351,3
97,352,3
220,353,1
769,354,2
597,355,1
523,356,1
72,357,1
348,358,3
557,359,2
433,360,1
622,361,2
426,362,1
311,363,3
481,364,1
11,365,3
336,366,1
75,367,1
512,368,1
362,369,2
130,370,2
759,371,2
234,372,1
580,373,3
540,374,1
709,375,3
420,376,1
127,377,1
274,378,1
516,379,1
290,380,2
502,381,1
661,382,2
116,383,1
135,384,3
747,385,5
290,386,1
186,387,1
564,388,1
649,389,3
766,390,3
22,391,3
260,392,2
250,393,1
184,394,1
372,395,1
141,396,3
601,397,1
36,398,4
227,399,2
327,400,1
96,401,2
724,402,1
570,403,4
490,404,1
168,405,1
209,406,1
235,407,1
335,408,1
502,409,3
292,410,1
221,411,1
160,412,2
780,413,3
615,414,2
65,415,3
340,416,1
347,417,1
543,418,1
199,419,2
588,420,1
113,421,1
503,422,1
404,423,1
770,424,3
123,425,2
211,426,2
617,427,3
368,428,2
660,429,5
399,430,1
321,431,2
340,432,1
350,433,1
432,434,3
539,435,1
699,436,1
494,437,2
127,438,3
467,439,3
449,440,1
714,441,1
637,442,1
15,443,2
476,444,1
143,445,2
105,446,1
452,447,1
116,448,1
672,449,3
312,450,1
433,451,5
221,452,1
714,453,1
305,454,3
290,455,2
299,456,2
261,457,4
497,458,7
705,459,3
625,460,2
140,461,1
475,462,2
349,463,1
139,464,2
130,465,3
337,466,2
386,467,1
155,468,2
85,469,2
774,470,1
348,471,2
325,472,4
161,473,1
486,474,1
522,475,2
203,476,1
159,477,1
432,478,1
334,479,1
261,480,5
124,481,1
395,482,2
651,483,2
296,484,4
161,485,6
747,486,1
100,487,6
521,488,2
307,489,1
393,490,2
776,491,2
393,492,2
104,493,3
307,494,1
584,495,3
520,496,3
579,497,1
234,498,3
117,499,1
130,500,1
255,501,2
176,502,2
710,503,2
34,504,1
494,505,2
403,506,3
647,507,2
642,508,5
694,509,2
92,510,4
505,511,5
712,512,3
220,513,1
580,514,4
503,515,2
293,516,2
516,517,1
547,518,3
59,519,1
381,520,1
291,521,1
250,522,1
714,523,1
343,524,2
187,525,2
314,526,3
236,527,4
227,528,2
419,529,2
130,530,3
478,531,2
700,532,1
190,533,1
210,534,1
320,535,1
598,536,4
403,537,2
64,538,4
237,539,1
162,540,2
108,541,1
522,542,5
334,543,1
489,544,1
242,545,2
747,546,2
432,547,2
553,548,4
540,549,1
689,550,2
110,551,3
372,552,2
149,553,3
714,554,1
744,555,2
540,556,1
412,557,2
218,558,1
499,559,1
29,560,1
430,561,1
318,562,3
623,563,4
453,564,1
182,565,1
441,566,2
235,567,2
388,568,2
167,569,4
153,570,2
771,571,2
743,572,1
47,573,2
63,574,3
172,575,1
782,576,1
422,577,1
482,578,1
437,579,1
321,580,1
514,581,5
482,582,1
70,583,3
761,584,2
447,585,3
554,586,2
40,587,2
471,588,1
298,589,2
704,590,1
126,591,1
472,592,2
58,593,1
218,594,1
207,595,3
182,596,4
521,597,1
657,598,1
516,599,4
586,600,1
794,601,2
574,602,5
762,603,2
618,604,3
751,605,1
418,606,1
519,607,1
505,608,3
304,609,2
615,610,2
139,611,1
288,612,3
353,613,2
678,614,1
587,615,1
207,616,2
528,617,1
743,618,3
585,619,1
410,620,3
798,621,2
751,622,1
462,623,2
426,624,1
171,625,2
314,626,1
82,627,1
222,628,2
199,629,1
453,630,4
75,631,1
191,632,1
145,633,2
211,634,1
91,635,1
610,636,1
780,637,1
394,638,2
320,639,1
25,640,1
142,641,1
324,642,2
358,643,3
598,644,2
5,645,2
529,646,5
107,647,2
638,648,1
10,649,3
23,650,1
367,651,2
106,652,1
318,653,2
550,654,1
152,655,1
477,656,2
21,657,2
121,658,1
220,659,3
112,660,2
546,661,1
503,662,2
74,663,1
365,664,2
465,665,1
757,666,3
453,667,2
733,668,4
388,669,2
410,670,3
292,671,2
628,672,1
717,673,1
147,674,1
39,675,3
455,676,2
513,677,1
157,678,3
189,679,1
432,680,1
779,681,1
378,682,2
156,683,1
383,684,4
240,685,1
225,686,3
368,687,3
587,688,2
114,689,2
212,690,1
593,691,2
568,692,2
678,693,2
529,694,3
672,695,4
639,696,2
692,697,2
417,698,3
377,699,2
446,700,2
430,701,5
147,702,2
390,703,2
308,704,1
425,705,1
367,706,2
470,707,3
195,708,5
282,709,1
732,710,2
276,711,1
719,712,2
155,713,2
331,714,1
609,715,3
123,716,3
734,717,2
600,718,3
293,719,3
552,720,1
725,721,1
197,722,1
354,723,1
410,724,1
96,725,1
747,726,2
258,727,5
243,728,1
387,729,2
682,730,2
250,731,2
674,732,1
723,733,1
307,734,1
93,735,3
513,736,1
441,737,2
787,738,3
735,739,2
87,740,1
362,741,1
432,742,2
410,743,1
80,744,2
247,745,3
142,746,3
714,747,1
323,748,4
560,749,1
678,750,1
231,751,2
209,752,1
204,753,1
221,754,1
550,755,1
41,756,4
770,757,1
401,758,7
355,759,1
800,760,1
397,761,2
2,762,1
149,763,1
363,764,1
586,765,1
420,766,2
68,767,3
284,768,5
448,769,1
59,770,2
516,771,1
354,772,1
290,773,1
497,774,1
29,775,1
320,776,1
57,777,3
203,778,2
134,779,1
353,780,1
132,781,3
60,782,1
16,783,3
522,784,1
92,785,5
349,786,1
258,787,1
309,788,2
738,789,5
384,790,2
355,791,1
223,792,2
363,793,1
170,794,1
96,795,1
594,796,1
523,797,3
305,798,1
461,799,1
244,800,2
